PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,PCA21,PCA22,PCA23,PCA24,PCA25,PCA26,PCA27,PCA28,PCA29,PCA30,PCA31,PCA32,PCA33
-25.504,-0.9591801,4.4328628,1.4671403,-19.810547,3.2497854,3.569155,-14.674801,3.4139326,-9.244549,3.3345518,-1.7002673,-3.774004,-3.1821985,-5.813445,-3.5565176,-0.68781435,-0.5663912,1.2854438,0.5487026,1.958003,4.4738793,-0.5498758,-0.39657387,-0.30951768,-1.054372,-3.140399,1.8837725,1.8014271,-4.6411223,-0.0013239724,23.706923,-3.7394984
-25.367167,-0.58271223,9.13735,3.5122588,-22.864735,14.723377,10.246561,-39.532066,8.565379,-10.277995,12.818689,-6.169607,-9.692962,-7.459955,-2.548873,-7.372669,-1.878914,1.8843763,2.9914145,2.3287773,1.6632212,8.132516,1.5875889,1.710216,-1.4829404,-0.85526985,-3.3231318,1.0015633,0.4726277,-8.180511,1.052071,20.054096,-6.138206
-19.684309,-1.2864232,4.1650224,-0.7568952,-15.732421,1.5436949,0.21641451,-9.1979265,2.1878803,-6.932812,1.5879589,-1.3812325,-2.4419012,-2.4412744,-5.246316,-2.4253678,-0.25654364,-0.7353475,0.8795262,0.2920318,1.5940284,2.920579,-0.7002123,-0.70813245,0.42627922,-0.8566178,-2.4369376,2.0465395,2.9687963,-2.8101907,-0.5298005,18.291616,-3.1706378
-23.725248,-3.015492,6.5040517,1.3941971,-9.851777,-3.4059048,-2.991801,6.593065,-0.2275235,-3.8579128,-3.6054113,1.7853601,2.2356205,0.9468996,-4.153717,0.9407361,0.29731137,-1.4561101,0.75473195,0.34717283,2.220446,1.1326201,-1.2259945,-1.4648665,1.4177864,-0.21385296,-0.29002354,2.6399024,5.185265,0.706625,-1.6016129,24.147625,-1.3646307
-20.101881,-2.4728482,6.5299306,1.7073494,-6.9980574,-2.5086465,-0.8475497,2.930983,0.22942403,-3.9704742,-0.8068705,1.5300142,1.4417455,0.4557218,-4.0029764,-0.62692153,0.2311606,-0.74430335,0.34594262,0.09841792,1.4238453,2.027132,-0.9908645,-0.24226697,0.6198733,-0.3393652,-0.99046534,2.2620807,3.1821368,-0.87286264,-0.4569554,17.62073,-0.81560826
-18.513542,-0.8193655,7.007819,0.85833985,2.8419454,-1.5107459,-0.6807115,1.6818208,-0.89800054,0.68594414,-1.5380538,0.28144512,1.0588814,0.59248,0.6669866,0.14332722,0.2925976,-0.4391388,-0.47785646,0.7603657,-1.1051186,-0.1604366,0.31229097,0.58309436,-0.2602487,0.04795965,0.33234113,-1.3134576,-2.3756092,0.6055501,0.331316,3.1690822,-1.3816738
-25.433598,-3.1639416,5.1083817,0.50635934,-13.656236,2.9038448,1.6633991,-16.649902,2.7777197,-8.040145,3.4526048,-2.721365,-4.1600537,-2.8784084,-4.5394044,-4.2239113,-1.043895,-0.27761877,1.082135,0.93986917,1.7137403,3.3339124,-0.36924088,0.06784758,-0.60228926,-0.8058639,-2.000716,0.6891257,0.68633974,-4.48761,-1.0146785,17.110098,-3.7835076
-23.470896,-1.4101237,4.826951,1.191081,-12.098488,1.377296,0.6842381,-11.793751,1.9674187,-5.74096,1.9358892,-1.6151097,-3.569612,-1.9203274,-4.430761,-2.5322876,-0.38846195,-0.58298683,0.7866237,0.9671659,0.644511,2.4131327,-0.4022205,-0.43349922,-0.15061417,-0.75750494,-1.4954275,0.32144314,0.8344678,-3.0722876,-0.46904933,16.100521,-3.7840059
-23.666916,-1.8418251,4.2041965,-2.8450174,-15.506048,-1.0731498,-1.6728914,-1.8134177,1.8394164,-6.4359,0.12633708,0.34561604,0.32043776,-1.1454434,-6.556197,-1.1676903,0.31376252,-1.4977831,1.4516276,0.30724213,3.4545338,3.6586094,-1.3334353,-0.6653805,1.5858437,-0.5244926,-1.6672556,4.0353127,6.858735,-1.592239,-0.84477603,29.657442,-2.3071778
-18.253366,1.5051804,11.973786,1.721842,-16.693766,7.4118056,5.0572166,-16.763786,5.156324,-8.156659,6.8976507,-2.773345,-4.0746956,-4.0270824,-2.995147,-3.6394696,-0.5926096,0.43443474,1.8512503,1.0369084,2.3964193,5.826314,0.55282456,0.78247696,0.045702174,-0.8607776,-2.611942,1.8792655,3.4835682,-4.349714,1.2075181,22.21582,-2.7144885
-24.798502,-0.30623373,10.140711,3.9949257,-12.281931,3.6238723,2.879805,-6.596509,3.4071848,-5.171626,3.281303,-1.0860064,-1.1628605,-1.3188016,-3.5659592,-1.985354,0.097016715,-0.12240278,1.2321975,1.2700373,2.3605893,3.684151,0.03210964,0.36102355,1.1060896,-0.34640917,-1.6066229,2.025518,2.591599,-2.494459,-0.27820808,23.772211,-2.7470746
-21.016157,-2.5101879,8.080774,3.0859587,-12.966442,2.6019413,1.6157992,-11.285083,2.421302,-5.461979,2.886063,-0.61043495,-2.0706618,-1.3415551,-2.6970396,-1.6437474,-0.3969571,0.05091835,1.2811989,1.2653496,0.9742363,2.8046257,-0.011361837,0.5283177,0.09101039,-0.5451967,-1.1083502,-0.14486907,-0.17821544,-2.407755,-0.27760193,15.606122,-3.307879
-24.900131,-2.303428,8.001029,2.3519766,-9.412031,0.41440988,0.34260824,-3.9530091,2.005422,-5.4151373,1.8786753,-0.034133367,-0.27714822,-1.2082591,-4.1854644,-1.2277085,0.0946991,-0.37938052,1.0269772,0.8892098,1.652224,2.4660456,-0.6504574,-0.23926924,0.18647106,-0.39019042,-0.74946225,0.8155866,1.8038872,-1.7098984,-0.6195543,17.49091,-2.315985
-21.197508,-0.3748052,4.912547,2.0240679,-2.1765215,3.3045204,2.0491543,-9.807361,1.5462447,-2.398776,2.947799,-2.7000332,-2.4513996,-1.7411267,0.49141553,-2.2369013,-0.4714366,0.53458726,0.2547748,1.1328896,-0.60425943,0.9722518,0.7849302,0.67299455,-1.446429,-0.060429566,-0.49391603,-1.6569654,-2.8487637,-1.8731724,0.44927457,6.2814994,-2.8574336
-23.34628,-0.1220281,5.363116,1.5069987,-10.050598,1.3050997,1.1648583,-7.6351404,1.7852397,-4.485589,2.1471186,-0.5340383,-1.4742575,-1.3107285,-3.2099907,-1.4765986,-0.2524343,-0.113940105,0.8414385,0.99925387,1.4807609,2.5400927,-0.24552175,-0.65993977,-0.07644331,-0.46372747,-1.0624188,1.6899672,1.9448168,-1.6852598,-0.044467915,16.081213,-2.9626312
-18.214722,-0.8201968,5.885669,-0.18437773,-1.706059,1.5312694,1.1327031,-13.783616,0.5412644,-1.9983087,0.9590651,-3.5479438,-3.8346217,-1.9843773,0.8248935,-2.6648934,-0.7097087,-0.040172156,-0.5777632,0.58224446,-1.6122861,-0.040713105,0.6838256,0.3260455,-1.4731526,-0.13063404,-0.8410524,-2.7591026,-3.6547081,-1.7816249,0.36151597,-3.2874408,-2.8186426
-23.432022,-1.8022776,7.220031,1.1142349,-7.883798,2.0938604,1.1187912,-8.123504,2.3209414,-4.90261,2.0734437,-1.108487,-1.4625505,-1.4948026,-2.0098932,-2.0354323,-0.34969512,-0.086875185,1.0629716,1.4208318,1.2026588,3.3952672,0.2249306,1.0361001,-0.13232026,-0.35625303,-0.51830876,0.73298246,1.6700059,-2.5600486,-0.19959247,17.045555,-2.863477
-22.85005,-2.971616,7.3905935,0.83742684,-11.198196,-2.217968,-0.7273814,-2.2588615,1.0132384,-5.2455225,-0.30965927,0.60703915,0.30418673,-1.2472762,-3.4367402,-0.9268596,-0.040026788,-0.73741513,0.26320055,0.18085049,1.72264,2.474703,-0.777003,-0.7401217,0.16718253,-0.8283887,-0.95484877,1.8200091,2.9869182,-0.90928763,-1.1426755,17.072626,-1.8891702
-25.119123,-4.2904854,5.033275,0.83725786,-20.790022,4.568394,2.4221764,-23.45373,3.8640316,-11.262988,4.800652,-3.3509328,-5.6068816,-4.349831,-5.7531843,-4.687273,-1.4443771,-0.27461344,1.3645749,0.6235128,1.7767215,4.729722,-0.79313767,-0.54761875,-1.1592872,-1.1953863,-3.1173344,0.9743982,1.1933591,-6.120518,-1.0964289,18.049868,-4.652579
-19.056158,-1.6506994,2.8810637,2.7831159,-1.3240452,-0.721763,-0.7393375,-2.1042297,-0.3697543,-1.3130438,-2.0150397,-1.5657483,-1.5809977,-0.7217452,-0.03743473,-0.83506584,-0.49156463,-0.76028234,-0.89821947,0.3660074,-0.8613564,-0.55419564,0.08157667,-1.0614363,-0.9859646,0.14106072,-0.12309126,-1.4482467,-1.5231881,-0.25162682,-0.44418263,2.391667,-2.3130362
-24.017012,0.15722716,7.191674,2.3963897,-12.999936,3.1192193,2.645375,-14.625031,2.6117015,-5.9475536,3.6033823,-2.1665833,-3.790442,-2.7478316,-3.4355927,-2.878685,-0.827984,0.3310614,0.834959,1.0145319,0.9891302,2.8261127,-0.10908362,-0.25490516,-0.3424897,-0.6138199,-1.7713832,0.24207665,0.63004285,-3.0076544,0.20761248,10.94159,-3.1901057
-21.987175,-2.9644744,7.093549,1.1050076,-7.3843756,3.000902,1.7611703,-13.220076,1.6524945,-4.4602466,2.306525,-2.8001993,-3.2432835,-1.9361356,-1.8992084,-2.8368213,-0.5580461,0.056483053,0.18258533,0.97466666,-0.49482334,1.5392166,-0.1379892,0.31177288,-0.6994986,-0.29242888,-1.5338666,-1.407802,-1.9528717,-3.0432363,-0.27943215,8.462249,-2.9884396
-23.92336,-1.0722201,7.1680913,1.720364,-8.986899,3.6105263,2.6826332,-15.3748865,2.4296312,-5.043345,3.0736642,-3.4347754,-3.4854996,-2.719932,-1.282915,-2.9355705,-0.6940406,0.13689563,0.6982271,1.2336954,0.14136772,2.5779881,0.24497151,0.7176742,-0.9731152,-0.13011314,-1.2890534,-0.07546482,-1.390087,-2.5456111,-0.020922435,10.718868,-3.550283
-30.222733,-1.3453976,4.6303997,2.1179576,-16.139006,11.763856,7.6024175,-42.86849,6.386511,-9.019177,10.110938,-8.112728,-11.326835,-5.712759,-0.721599,-8.657476,-2.4433415,1.6010803,2.104302,2.611408,0.087913565,5.4602056,1.574091,2.8499043,-2.9845293,-0.51657856,-3.2705555,-1.7854292,-3.4776046,-8.739639,0.7435995,9.69672,-6.7015543
-26.294294,-2.5585706,6.2316284,1.1204793,-21.788206,3.5701015,2.4139862,-10.816356,4.2457685,-9.041579,4.6776295,-1.5938954,-2.7219138,-2.7823086,-7.7190533,-3.0372076,-0.30650815,-1.0918599,2.2137754,0.58380586,4.26748,4.8339477,-0.96157676,-1.2011468,1.2501637,-1.0287721,-2.8080323,4.214984,7.107609,-4.626405,-0.99594337,35.05291,-3.316954
-16.58465,1.0195808,9.185273,3.680329,-3.5998359,5.73671,5.7837987,-18.358133,2.8301294,-1.4933473,5.1253104,-2.1958132,-3.0794919,-1.6093192,1.5666561,-2.6245825,-0.2945811,1.4688244,0.961671,2.1212883,-0.91314906,2.6194727,1.252498,1.9725301,-0.49829385,0.0037209915,-0.5697969,-1.678683,-4.057686,-2.3310907,1.6733832,4.139848,-2.7414894
-24.93477,-1.400079,4.238853,-3.0545428,-20.551533,0.35131818,-0.25133634,-8.555927,2.1186166,-8.678416,0.74012494,-1.2511811,-2.339162,-2.5478797,-7.78416,-2.766841,-0.22398695,-2.0026846,1.0297892,-0.19005723,2.8267243,3.7530932,-1.2771422,-1.2396684,0.65881807,-1.0988564,-2.9944167,2.9747,5.3037415,-4.208275,-0.5562237,24.122368,-2.9996223
-22.371307,-2.7668903,6.2785554,-0.7515107,-12.36351,3.788888,1.751161,-18.262964,2.8064768,-7.126571,3.668259,-2.9550583,-4.651792,-3.3177736,-2.1556828,-3.6527197,-0.84742045,-0.009271324,0.7742381,0.92884517,-0.10445609,2.930455,-0.017930945,0.73362684,-1.0106941,-0.7818417,-1.6028451,-1.2072928,-1.3647349,-4.2262015,-0.41451058,8.861264,-4.0338554
-18.62239,-0.68724513,6.7313733,1.6982275,-7.1689916,4.0671005,2.0747123,-14.742264,2.6709294,-3.9114132,3.7814667,-2.7601597,-3.5522435,-2.7932763,-0.08252819,-2.3663352,-0.65434885,0.34747276,0.8999739,1.1540545,-0.19473241,2.3144135,0.5006711,0.38306135,-0.96211576,-0.25599205,-0.8182302,-1.2522861,-0.65357447,-2.4100204,0.721127,7.3456273,-3.197694
-18.320255,-0.88249487,7.615928,1.211993,-0.131242,-1.6212995,-0.23559621,-3.110775,0.41535836,-0.16029738,0.6825563,-0.28854612,0.21502544,0.33422577,-0.13057806,-0.13663895,0.22285815,-0.063978486,-0.16463691,0.9142054,-0.34006768,0.8882601,-0.14923847,0.45348835,-0.032293737,0.4782917,0.092737615,-0.4103791,-0.10365891,0.29956612,0.4893114,7.562105,-1.2785605
-24.155596,1.3136123,9.240011,3.0109506,-16.215065,4.8864555,2.9343138,-11.523821,4.429402,-6.1902075,4.8516583,-1.1299957,-2.0681515,-2.784441,-4.952766,-2.5959907,-0.12875013,-0.17112404,2.0427039,1.2049118,3.5924096,4.840989,0.2710954,-0.75924355,0.97416747,-0.82570636,-2.0597544,3.5179038,5.8894644,-4.1069613,0.46393892,28.503633,-3.1871247
-17.853933,-0.02263311,7.4339266,0.30312648,-13.533782,1.2989299,0.90369296,-3.806252,2.9408805,-5.1715775,2.8493664,0.42902812,-0.38799796,-1.1425096,-6.6540203,-2.0589647,0.24392878,-0.7160345,1.192135,0.4271114,3.032008,4.8053207,-0.85288954,-0.8523334,1.6924074,-0.6885409,-1.9421937,4.533637,6.3279443,-2.897035,-0.08348579,28.053215,-1.8602113
-15.891159,-4.132674,5.9324946,-0.55035836,-12.615216,1.3881313,-0.10770428,-11.802525,1.7782263,-6.7113986,1.3731208,-1.3035139,-2.1457062,-2.6960351,-1.9918734,-1.7458692,-0.8607198,0.14485453,0.5603593,0.9078227,0.25144196,2.4863644,-0.038823366,-0.44586632,-0.54072523,-0.9400202,-0.9714115,0.3195858,1.2104615,-2.3531058,-0.7830881,13.431358,-2.8587403
-25.146599,-0.75968045,9.728571,3.442039,-1.6987052,2.866743,3.4945836,-13.04856,2.0372021,-2.599348,3.4518075,-1.8273698,-2.3962214,-1.1339786,0.32716128,-2.3345485,-0.3319588,0.7311976,0.7390952,1.7951227,-0.37538645,2.2570696,0.8202003,1.4724146,-1.0961401,0.11289112,0.10003491,-1.3945999,-2.3980525,-1.8001533,0.59667724,9.534601,-2.467656
-19.207115,-2.703381,4.1944184,-0.49473828,-8.676752,-0.3905605,-0.7428215,0.29743347,0.9339601,-3.2357585,-0.28547725,0.2796917,0.26936072,-0.21971992,-4.458562,-0.64587694,0.12241095,-0.9385743,0.68424326,0.6507085,1.733294,1.4144504,-0.575963,-0.9012591,1.0251362,-0.17724665,-0.6969215,2.7237873,3.1831536,-0.7270991,-1.1817756,19.939175,-2.1869247
-23.42075,-3.7172728,4.0951505,0.39337838,-10.347976,6.1497445,4.474969,-25.186977,3.5394359,-6.594918,6.121209,-4.5763245,-7.050555,-4.3884454,-2.2730403,-5.5546565,-1.7935761,0.61955386,0.88729626,1.2506307,0.017805818,3.0810685,0.27277777,0.18859546,-2.112337,-0.68096995,-1.9686335,-1.7674817,-2.4218142,-5.510972,0.07235544,7.1231704,-4.3961105
-19.281462,0.28152394,7.070448,0.45103616,-6.3535037,-1.7270815,-0.66175,0.96067315,0.84199953,-2.5557637,0.1462287,1.0123367,1.5190514,0.3312284,-3.563102,-0.59248465,0.21671931,-1.4534019,0.53194046,0.36466467,2.4730654,2.001568,-0.74612516,-0.9587232,1.142847,-0.31656554,-0.6689255,2.000954,3.544937,-0.53294843,-0.056754738,19.326204,-0.9964926
